category,title,description,start_date,start_time,end_date,end_time,location,address,image_url
,Take Two: The Improvised Movie at Second City,"Take Two is a longform, narrative show consisting of TWO never-before-seen, made-up-on-the-spot movies! Give us a song, we’ll give you a movie! Based on a…","Friday, April 26th",7:30 p.m.,,8:30 p.m.,The Second City,"1616 N. Wells St. , Chicago, IL, 60614",https://cdn.choosechicago.com/uploads/2024/01/TakeTwo-ImprovisedMovie_Facebook-Cover-1920x1080-1-900x506.png
Theatre & Performing Arts,BIG LOVE,"[producingbody]’s second show – BIG LOVE by Charles Mee a play – 90 minutes, no intermission. Fifty brides flee their fifty grooms and seek refuge…","Friday, April 26th",7:30 p.m.,,9:00 p.m.,Chicago Dramatists,"1105 W. Chicago Ave. , Chicago, IL, 60642",https://cdn.choosechicago.com/uploads/2024/01/FBFINAL-900x395.jpg
Theatre & Performing Arts,Black Bear Island by Karissa Murrell Myers,"Hello,   We would like to add our listing to Theatre In Chicago:     “BLACK BEAR ISLAND” BY KARISSA MURRELL MYERS Co-produced in partnership with Silk…","Friday, April 26th",7:30 p.m.,,9:00 p.m.,Stage Center Theatre at Northeastern Illinois University,3701 W Bryn Mawr Ave,https://cdn.choosechicago.com/uploads/2024/04/Black-Bear-Island-darker-no-spots-555x800.jpg
Music & Comedy,International Pop Overthrow,7:30PM: Dolph Chaney and The Phins 8:15PM: Custard Flux Acclaimed Chicago recording artist Dolph Chaney’s 2023 album MUG (released via Big Stir Records) received rave…,"Friday, April 26th",7:30 p.m.,,9:00 p.m.,montrose saloon,2933 West Montrose,https://cdn.choosechicago.com/uploads/2024/04/Dolph__The_Phins-22-900x600.jpg
"Music & Comedy, Theatre & Performing Arts",Isidore Quartet,"Winners of a 2023 Avery Fisher Career Grant and the 14th Banff International String Quartet Competition in 2022, Isidore Quartet is a dynamic group founded…","Friday, April 26th",7:30 p.m.,,9:00 p.m.,"Mandel Hall, University of Chicago",1131 East 57th Street,https://cdn.choosechicago.com/uploads/2024/03/ISQ_1844_sq_Jiyang-Chen-860x800.jpg
"Festivals, Fairs & Special Events, Music & Comedy, Theatre & Performing Arts",Isidore Quartet,"With the 2023 Avery Fisher Career Grant and the 14th Banff International String Quartet Competition victories to their name, Isidore Quartet, hailing from the esteemed…","Friday, April 26th",7:30 p.m.,,9:00 p.m.,"Mandel Hall, University of Chicago",1131 East 57th Street,https://cdn.choosechicago.com/uploads/2024/02/Isidore-Quartet-Choose-Chicago-Image-900x400.png
Theatre & Performing Arts,"Jackalope Theatre Company’s 16th Season Begins the the Smuggler, at its new home in Berger Park","CHICAGO – Jackalope Theatre Company is proud to launch its 16th season at its new home in Edgewater’s Berger Park, 6205 N. Sheridan Rd., with…","Friday, April 26th",7:30 p.m.,,9:00 p.m.,Edgewater’s Berger Park,6205 N. Sheridan Rd.,https://cdn.choosechicago.com/uploads/2024/01/Smuggler-NoLogo-Wide-900x506.png
Theatre & Performing Arts,LOVE SONG by John Kolvenbach from Remy Bumppo Theatre Company,"CHICAGO – Remy Bumppo Theatre Company is pleased to announce the cast, creative and production teams for Love Song, written by John Kolvenbach and directed…","Friday, April 26th",7:30 p.m.,,9:00 p.m.,Theater Wit,"1229 W. Belmont Ave. , Chicago, IL, 60657",https://cdn.choosechicago.com/uploads/2024/01/RemyBumppo_LoveSong_HeadshotBlock-800x800.png
Theatre & Performing Arts,Sapphic Showcase,A series of 10-minute plays interspersed with standup and spoken word performers.,"Friday, April 26th",7:30 p.m.,,9:00 p.m.,Pride Arts Center,"4139 N. Broadway, Chicago, IL, 60613",https://cdn.choosechicago.com/uploads/2024/04/Sapphic-Showcase-image.png
Theatre & Performing Arts,Chicago Shakespeare Theater: Judgment Day,"“Landing all the jokes… Moritz von Stuelpnagel tackles darkly funny materials with a shrewd balance of heightened reality, warped sitcom & underlying pathos” –Hollywood Reporter Emmy and Tony…","Friday, April 26th",7:30 p.m.,,9:30 p.m.,Chicago Shakespeare Theatre,800 E Grand Ave,https://cdn.choosechicago.com/uploads/2024/03/Judgment-Day-900x252.jpg
"Music & Comedy, Theatre & Performing Arts",CSO x Jazz at Lincoln Center Orchestra with Wynton Marsalis,"Two mighty orchestras present a rousing, jazz-meets-classical event. Discover selections from Prokofiev’s Romeo and Juliet, alternating between the original orchestral version performed by the Chicago…","Friday, April 26th",7:30 p.m.,,9:30 p.m.,Chicago Symphony Center,220 S Michigan Ave,https://cdn.choosechicago.com/uploads/2023/10/web_fy24_main_week24_jalco_1500x1125-900x497.jpeg
Theatre & Performing Arts,Fairview,"Dinner is served in the Frasier household…or at least, it is cooking. With the clock ticking towards Mama’s birthday party, Beverly frantically tries to corral…","Friday, April 26th",7:30 p.m.,,9:30 p.m.,Newhart Family Theatre,1020 W. Sheridan Rd.,https://cdn.choosechicago.com/uploads/2024/01/fairview-900x504.jpeg
Theatre & Performing Arts,GDC: “Season 61 | UNLIMITED!” Spring Harris Theater Engagement,"Giordano Dance Chicago, America’s original jazz dance company, presents their spring engagement at the Harris Theater for Music and Dance, 205 E. Randolph St. at…","Friday, April 26th",7:30 p.m.,,9:30 p.m.,The Harris Theater for Music and Dance,"205 E. Randolph, Chicago, IL, 60601",https://cdn.choosechicago.com/uploads/2024/03/Pictured-Fernando-Rodriguez-and-Sasha-Lazarus.-Photo-by-Todd-Rosenberg.--900x571.jpg
Theatre & Performing Arts,How I Learned What I Learned,Broadway In Chicago is excited to join Congo Square Theatre Company in announcing its continued 25th Anniversary celebration with the Chicago premiere of HOW I LEARNED…,"Friday, April 26th",7:30 p.m.,,9:30 p.m.,Broadway Playhouse at Water Tower Place,175 E. Chestnut St,https://cdn.choosechicago.com/uploads/2024/04/HILWIL-IG-Dates-1080x1080-HL-700x700-1.jpg
Theatre & Performing Arts,Joffrey Ballet: A Midsummer Night’s Dream,"Far from a Shakespearean tale, Ekman’s ‘Midsummer Night’s Dream’ is a mind-bending trip to a surreal realm of unearthly delights. Set during the traditional Scandinavian…","Friday, April 26th",7:30 p.m.,,9:30 p.m.,Lyric Opera of Chicago,"20 N. Wacker Dr. , Chicago, IL, 60606",https://cdn.choosechicago.com/uploads/2024/03/Joffrey-Ballet-A-Midsummer-Nights-Dream-900x600.jpg
Theatre & Performing Arts,The Rooster Play,A comic discussion of identity and sexuality. John has been in a stable relationship with his boyfriend for a number of years. But when he…,"Friday, April 26th",7:30 p.m.,,10:00 p.m.,Open Space Arts,"1411 W. Wilson Ave, Chicago, IL, 60640",https://cdn.choosechicago.com/uploads/2024/03/faceclose-900x645.jpg
Theatre & Performing Arts,Two Hours in a Bar,A double bill of one-acts. WAITING FOR TINA MEYER concerns a pair of best-friend actors–a man and a woman–sitting in a bar because the man is expecting…,"Friday, April 26th",7:30 p.m.,,10:00 p.m.,City Lit Theater,"1020 W. Bryn Mawr, Chicago, IL, 60660",https://cdn.choosechicago.com/uploads/2024/02/CityLit_43_TwoHoursInABar_squaresocial-800x800.jpg
Theatre & Performing Arts,In The Back/On The Floor,IN THE BACK/ON THE FLOOR examines the issues that minimum wage workers face through the lives of several employees at a big-box retail store. Though…,"Friday, April 26th",8:00 p.m.,,,Chicago Dramatists,"1105 W. Chicago Ave. , Chicago, IL, 60642",https://cdn.choosechicago.com/uploads/2023/05/unnamed-36-518x800.jpeg
Theatre & Performing Arts,"Curious Theatre Branch announces with a world premiere from Jenny Magnus, The Good","CHICAGO – Curious Theatre Branch, continues its 35th anniversary season with a world premiere from Founding Co-Artistic Director Jenny Magnus, The Good, March 29 –…","Friday, April 26th",8:00 p.m.,,9:00 p.m.,Chicago Dramatists,"1105 W. Chicago Ave. , Chicago, IL, 60642",https://cdn.choosechicago.com/uploads/2024/01/CuriousTheatreBranch_TheGood_PromoImageWithCopy-600x800.jpeg
Theatre & Performing Arts,Devil’s Daughter,The hottest show in town Devil’s Daughter features a cast of seasoned comedians who have performed together in Chicago and around the country for 8+ years. This…,"Friday, April 26th",8:00 p.m.,,9:30 p.m.,iO Theater,1501 N. Kingsbury St.,https://cdn.choosechicago.com/uploads/2024/04/Devils-Daughter-900x695.jpg
Theatre & Performing Arts,The Lincoln Lodge,The Lincoln Lodge stand-up comedy and variety showcase plays every Friday and Saturday night in Chicago’s glamorous Logan Square! In addition to The Lodge’s rotating…,"Friday, April 26th",8:00 p.m.,,9:30 p.m.,The Lincoln Lodge Theater,2040 N. Milwaukee Ave.,https://cdn.choosechicago.com/uploads/2021/05/poster-portion-900x450.png
Theatre & Performing Arts,Nana,Trap Door Theatre’s 30th Anniversary Season closes with Olwen Wymark’s splendid dramatization of Zola’s Nana: a story of sexual and financial greed in nineteenth-century Parisian…,"Friday, April 26th",8:00 p.m.,,9:45 p.m.,Trap Door Theatre,"1655 W. Cortland, Chicago, IL, 60622",https://cdn.choosechicago.com/uploads/2024/03/Nana-Poster-530x800.jpg
,Ben Paterson and Joel Paterson,"In this concert, pianist Ben Paterson and guitarist Joel Paterson team up for an evening of unforgettable jazz. Pianist Ben Paterson is known for combining…","Friday, April 26th",8:00 p.m.,,10:00 p.m.,studio5,1934 Dempster Street,https://cdn.choosechicago.com/uploads/2024/02/ben-paterson-joel-paterson.jpg
Theatre & Performing Arts,"Bible Bingo: A Comedy With God, Games, & Silly Prizes","Now in its 14th year, Bible Bingo is a long-running comedy about the Catholic culture of fundraising and bingo, featuring the character, Mrs. Mary Margaret…","Friday, April 26th",8:00 p.m.,,10:00 p.m.,Greenhouse Theater Center,2257 North Lincoln Avenue,https://cdn.choosechicago.com/uploads/2024/04/VQ-with-Devil-Nun-Puppets-900x506.jpg
Theatre & Performing Arts,Magic VS Science hosted by Thom Britton and Jacob Mayfield,Tickets for Magic VS Science hosted by Thom Britton and Jacob Mayfield in Chicago🎫 VIP – Get a free VIP bag full of various merchandise from Thom Britton…,"Friday, April 26th",8:00 p.m.,,10:00 p.m.,Sideshow Gelato,4819 North Western Avenue,https://cdn.choosechicago.com/uploads/2024/02/61530-900x450.jpg
Theatre & Performing Arts,The Factory Theater Announces Party at the Pantheon: A Modern Greek,"CHICAGO – The Factory Theater, 1623 W. Howard St., is proud to announce the second production of The Factory’s 28th season, Party at the Pantheon:…","Friday, April 26th",8:00 p.m.,,10:30 p.m.,The Factory Theater,"1623 W. Howard St. , Chicago, IL, 60626",https://cdn.choosechicago.com/uploads/2024/01/unnamed.png
Music & Comedy,Terrapin Flyer,"Join Chicago’s premier Grateful Dead band Terrapin Flyer for the first show of their Spring Tour that will take them to California, Oregon, Washington, Idaho,…","Friday, April 26th",8:00 p.m.,,11:30 p.m.,1st Ward at Chop Shop,2033 W. North Ave,https://cdn.choosechicago.com/uploads/2024/04/SamGrisman_4.20.24_show_square_V2_green-1-800x800.png
"Music & Comedy, Theatre & Performing Arts",Improvised Sitcom,Cue the laugh track- it’s a very special episode of your favorite long running tv show! The gang gets up to the same ‘ol wacky…,"Friday, April 26th",8:30 p.m.,,9:30 p.m.,The Second City,"230 W North Ave., 2nd Floor",https://cdn.choosechicago.com/uploads/2024/03/sitcom-900x514.png
"Music & Comedy, Theatre & Performing Arts",Voila: The Improvised Musical,"iO Chicago presents: a fully made-up, off-off-off Broadway style musical every Friday at 10pm in the Fremont Theater. Spend your Friday night with us. See…","Friday, April 26th",10:00 p.m.,,11:30 p.m.,"The iO Theater, 1501 N Kingsbury St, Chicago, IL 60642, USA,","The iO Theater, 1501 N Kingsbury St, Chicago, IL 60642, USA,",https://cdn.choosechicago.com/uploads/2023/11/voila-12723_52654888728_o-900x675.jpg
Theatre & Performing Arts,Babes With Blades Theatre Company’s The S Paradox,"CHICAGO – Babes With Blades Theatre Company’s (BWBTC) 2024 season opens with The S Paradox, written by Joining Sword & Pen International Playwright Competition and…","Saturday, April 27th",,,,The Factory Theater,"1623 W. Howard St. , Chicago, IL, 60626",https://cdn.choosechicago.com/uploads/2024/03/S-Paradox-Thumbnail-800x800.jpg
Theatre & Performing Arts,Chicago Danztheatre Ensemble presents the world premiere of “Meditations On Being”,"CHICAGO – Chicago Danztheatre Ensemble (CDE) begins its 22nd season with “Meditations On Being,” March 1 – 9 in the Auditorium at Ebenezer Lutheran Church,…","Saturday, April 27th",8:00 a.m.,,5:00 p.m.,"1650 W Foster Ave, Chicago, IL 60640",1650 W Foster Ave,https://cdn.choosechicago.com/uploads/2024/01/unnamed-832x800.jpg
"Festivals, Fairs & Special Events",Mom’s Day Out Vendor Market and Caffeine & Chrome Car Show,What a way to celebrate mom and also make dad happy at the same time! Shopping for moms plus classic cars for dads and moms…,"Saturday, April 27th",9:00 a.m.,,2:00 p.m.,Gateway Classic Cars of Chicago,1329 Commerce Drive,https://cdn.choosechicago.com/uploads/2024/04/Chicago-Moms-Day-Out-Vendor-Market-and-Caffeine-Chrome-Car-Show_Mesa-de-trabajo-1-900x506.jpg
"Museums, Galleries & Exhibitions",Nina Irwin | Thank You Notes,"EXHIBITION DATES: February 24 – March 31, 2024 OPENING RECEPTION: February 25, 2024, 1–4 pm, with an Artist Talk at 2 pm GALLERY HOURS: Monday–Thursday,…","Saturday, April 27th",9:00 a.m.,,4:00 p.m.,Evanston Art Center,1717 Central Street,https://cdn.choosechicago.com/uploads/2024/01/NIrwin_webgraphic-900x507.jpg
"Museums, Galleries & Exhibitions",Learning Series | The Impact of Food Apartheid in Education Part 3,"About the Event Gardening, not Architecture Throughout the year, the MCA hosts high-quality professional development programming, open to teachers of all subjects, grade levels, and…","Saturday, April 27th",10:00 a.m.,,11:30 a.m.,Museum of Contemporary Art,220 E. Chicago Ave.,https://cdn.choosechicago.com/uploads/2024/03/LOVEFRIDGE_ThefridgeonMars_Bridgeport_-900x601.jpg
"Museums, Galleries & Exhibitions",“Moscoso Cosmos: The Visual Universe of Victor Moscoso”,"Instituto Cervantes of Chicago (31 W. Ohio St.), the city’s leading not-for-profit center for Spanish language and cultural exchange, today hosts “Moscoso Cosmos: The Visual…","Saturday, April 27th",10:00 a.m.,,1:00 p.m.,Instituto Cervantes,"31 W. Ohio St. , Chicago, IL, 60654",https://cdn.choosechicago.com/uploads/2024/03/08_head_hunters-horizontal-b-900x587.jpg
"Museums, Galleries & Exhibitions",Wild World: Miracles in Conservation,"Now open! Get up close to geckos, ferrets, chinchillas, poison dart frogs, and more in Wild World: Miracles in Conservation! Visitors of all ages will…","Saturday, April 27th",10:00 a.m.,,4:00 p.m.,Peggy Notebaert Nature Museum,2430 N. Cannon Dr.,https://cdn.choosechicago.com/uploads/2024/03/IMG_7476-900x600.jpg
Tours & Attractions,BRICK-Tastic Spring Break at LEGOLAND Discovery Center Chicago,"Spring Break memories will last a lifetime at the ultimate indoor LEGO® playground! Jump into a world of creativity, color and playful learning at LEGOLAND…","Saturday, April 27th",10:00 a.m.,,5:00 p.m.,LEGOLAND Discovery Center Chicago,601 N. Martingale Road,https://cdn.choosechicago.com/uploads/2024/03/fkopjrLPskyfzB6jHg_roA.large_.jpg
"Museums, Galleries & Exhibitions",Dark Testament: A Century of Black Writers on Justice,"This immersive exhibit, extended through May 6, 2024, explores racial injustice in America through the work of Black American writers from the end of the…","Saturday, April 27th",10:00 a.m.,,5:00 p.m.,American Writers Museum,180 N. Michigan Ave.,https://cdn.choosechicago.com/uploads/2023/10/GetLitSD038_PhotoCreditNikkiGeslani-1_Resized-900x601.jpg
"Festivals, Fairs & Special Events",Play Unstoppable Festival,It’s time for a day of Unstoppable LEGO® Play! Join us as our LEGOLAND® Discovery Center gets taken over by the Play Unstoppable Festival. Be part of…,"Saturday, April 27th",10:00 a.m.,,5:00 p.m.,LEGOLAND Discovery Center Chicago,601 N. Martingale Road,https://cdn.choosechicago.com/uploads/2024/03/MV0XWyO9QUOV-WeQWkwR6Q.large_.jpg
"Museums, Galleries & Exhibitions",Spring Flower Show: What’s In A Name?,"This year’s Spring Flower Show, What’s in a Name?, explains the history and science of botanical nomenclature alongside a beautiful flower show full of blooms.  Plant names are an…","Saturday, April 27th",10:00 a.m.,,5:00 p.m.,Garfield Park Conservatory,300 N. Central Park Ave.,https://cdn.choosechicago.com/uploads/2024/02/garfield-park.jpeg
"Museums, Galleries & Exhibitions",Titanic: The Exhibition,"⭐ Titanic: The Exhibition is making its way to Westfield Old Orchard in Chicago after a sold-out run in Macau, Moscow, Riga Latvia, Perth, Sydney, and LA.…","Saturday, April 27th",10:00 a.m.,,6:00 p.m.,Westfield Old Orchard (West Lot),4999 Old Orchard Shopping Center,https://cdn.choosechicago.com/uploads/2024/02/1-10.png
"Festivals, Fairs & Special Events",Local on Lincoln Artisian Market,"Join the Lakeview Roscoe Village Chamber of Commerce for an indoor pop-up market in the retail space at 3169 N Lincoln, on the corner of…","Saturday, April 27th",11:00 a.m.,,4:00 p.m.,3169 N Lincoln Ave,3169 N. Lincoln Ave,https://cdn.choosechicago.com/uploads/2024/03/LRVC-LOL-Instagram-2-800x800.png
"Festivals, Fairs & Special Events",The Trashy Earth Market 2024,Wrap up Earth Month with our junky jamboree at Gallagher Way featuring artisans who transform reclaimed materials into one-of-a-kind goods and promote zero-waste activities. Shop…,"Saturday, April 27th",11:00 a.m.,,4:00 p.m.,Gallagher Way,3635 North Clark Street,https://cdn.choosechicago.com/uploads/2024/03/1.-Trashy-Earth-Banner-900x450.png
"Museums, Galleries & Exhibitions, Theatre & Performing Arts",New Monuments | Chicago Brendan Fernandes,"Envisioned as the first in a series of interventions that engage monuments in and outside of the United States, New Monuments | Chicago by Brendan Fernandes seeks…","Saturday, April 27th",11:00 a.m.,,5:00 p.m.,Grant Park,Chicago,https://cdn.choosechicago.com/uploads/2024/03/General-John-Alexander-Logan-Monument-Grant-Park-Chicago-IL.-Courtesy-the-artist-and-Black-Cube-Nomadic-Art-Museum-600x800.jpg
"Museums, Galleries & Exhibitions",Spring Artist Residency at Pendry Chicago – Jenny Vyas,"Jenny explores her relationship with human frailty in her paintings, which often feature semi abstracts of human silhouettes and fluctuating forms in half-light. Meet and…","Saturday, April 27th",11:00 a.m.,,6:00 p.m.,Pendry Chicago,230 N Michigan Ave,https://cdn.choosechicago.com/uploads/2024/03/Lethe-5x7HR-571x800.jpg
"Festivals, Fairs & Special Events, Museums, Galleries & Exhibitions, Tours & Attractions",Chicago Fashion Week powered by FashionBar LLC: NeXt Generation Show,"CHICAGO – FashionBar is pleased to announce Chicago Fashion Week powered by FashionBar, scheduled from April 21st to April 28th 2024. The event kicks off…","Saturday, April 27th",12:00 p.m.,,3:00 p.m.,Water Tower Place,821 N. Michigan Ave.,https://cdn.choosechicago.com/uploads/2024/01/9-900x452.png
"Music & Comedy, Theatre & Performing Arts",Teatro Zinzanni,"Tickets are on sale Now at https://zinzanni.com/chicago/ for Love, Chaos, & Dinner ! Teatro Zinzanni returns to the vibrant Chicago Loop inside the velvet walls…","Saturday, April 27th",12:00 p.m.,,3:00 p.m.,Spiegeltent – Cambria Hotel,32 W. Randolph,https://cdn.choosechicago.com/uploads/2024/02/ChicagoPlaysFacebookKeyArt-1-900x473.jpg
"Festivals, Fairs & Special Events",Long Grove Craft Beer Fest,"One of Chicagoland’s biggest beer parties, the annual Long Grove Craft Beer Fest, will return April 27th for another day dedicated to the area’s top…","Saturday, April 27th",12:00 p.m.,,4:00 p.m.,Buffalo Creek Brewing,360 Historical Lane,https://cdn.choosechicago.com/uploads/2024/03/Long-Grove-Craft-Beer-Fest-photo-credit-Jody-Grimaldi-900x598.jpg
Sports & Recreation,Wave Your PAWS in the Air – Donation Class Benefiting PAWS Chicago,Dance for a good cause! Join us for an afternoon of club vibes without the club hassle at a donation-based dance fitness class. JAM Dance…,"Saturday, April 27th",2:00 p.m.,,3:00 p.m.,The Rooted Space,1803 w byron st. suite 201,https://cdn.choosechicago.com/uploads/2024/04/Choose-Chicago-template-900x400.png
Theatre & Performing Arts,How I Learned What I Learned,Broadway In Chicago is excited to join Congo Square Theatre Company in announcing its continued 25th Anniversary celebration with the Chicago premiere of HOW I LEARNED…,"Saturday, April 27th",2:00 p.m.,,4:00 p.m.,Broadway Playhouse at Water Tower Place,175 E. Chestnut St,https://cdn.choosechicago.com/uploads/2024/04/HILWIL-IG-Dates-1080x1080-HL-700x700-1.jpg
Tours & Attractions,Walking Tour: Haunted by Our Dark Side,The rise in popularity of true crime TV shows tells us something: we are fascinated — morbidly fascinated — by true stories of death and…,"Saturday, April 27th",2:30 p.m.,,4:30 p.m.,Inside Chicago Walking Tours,Starting location given upon ticket purchase,https://cdn.choosechicago.com/uploads/2023/08/Old-Cook-County-Courthouse-21-900x470.jpg
Theatre & Performing Arts,Dance Residency Open Studio Series,The City of Chicago is pleased to announce the second cohort of artists for the Chicago Cultural Center Dance Studio Residency. The Dance Studio Residency…,"Saturday, April 27th",3:00 p.m.,,4:00 p.m.,Chicago Cultural Center,"78 East Washington Street, 5th Floor",https://cdn.choosechicago.com/uploads/2023/11/danceresidency1-900x400.jpg
Theatre & Performing Arts,Black Bear Island by Karissa Murrell Myers,"Hello,   We would like to add our listing to Theatre In Chicago:     “BLACK BEAR ISLAND” BY KARISSA MURRELL MYERS Co-produced in partnership with Silk…","Saturday, April 27th",3:00 p.m.,,4:30 p.m.,Stage Center Theatre at Northeastern Illinois University,3701 W Bryn Mawr Ave,https://cdn.choosechicago.com/uploads/2024/04/Black-Bear-Island-darker-no-spots-555x800.jpg
"Music & Comedy, Theatre & Performing Arts",Spring Music Celebration,"Spring Music Celebration: Featuring Winner/s of the 2024 Concerto/Aria Competition, University Chorale, University Singers, and Symphony Orchestra come together for this year-end concert, featuring the…","Saturday, April 27th",3:00 p.m.,,5:00 p.m.,Mundelein Center For The Fine & Performing Arts,1020 W Sheridan Rd,https://cdn.choosechicago.com/uploads/2024/04/SpringCelebration_AV-900x522.jpg
Theatre & Performing Arts,Working – A Musical,"Based on Studs Terkel’s best-selling book of interviews with American workers, Working paints a vivid portrait of the workers that the world so often takes…","Saturday, April 27th",3:00 p.m.,,5:00 p.m.,Jedlicka Performing Arts Center,"3801 S. Central Ave. , Cicero, IL, 60804",https://cdn.choosechicago.com/uploads/2023/04/Working-A-Musical.jpg
"Festivals, Fairs & Special Events, Museums, Galleries & Exhibitions, Tours & Attractions",Chicago Fashion Week powered by FashionBar LLC: Urban & Streetwear Show,"CHICAGO – FashionBar is pleased to announce Chicago Fashion Week powered by FashionBar, scheduled from April 21st to April 28th 2024. The event kicks off…","Saturday, April 27th",4:00 p.m.,,8:00 p.m.,Water Tower Place,821 N. Michigan Ave.,https://cdn.choosechicago.com/uploads/2024/01/10-900x452.png
Sports & Recreation,Major League Table Tennis Championships,"Major League Table Tennis is the first professional table tennis league in America and features world class players representing 40 total countries, competing in an…","Saturday, April 27th",4:00 p.m.,,9:30 p.m.,Gentile Arena,6525 N Sheridan Rd Ste 1,https://cdn.choosechicago.com/uploads/2024/03/277A3741-900x600.jpg
"Festivals, Fairs & Special Events",Enjoy Outdoor Dining at Komo,"A Japanese fine dining destination on West Loop’s Restaurant Row, located at 738 W Randolph St., Chicagoans are invited to take their taste buds on…","Saturday, April 27th",5:00 p.m.,,,Komo,738 W Randolph Street,https://cdn.choosechicago.com/uploads/2024/04/Screenshot-2024-04-23-114518.png
